lip,station,lateral,x,y,z,nx,ny,nz,collider
213,253,7,918.699,117.863,-85.563,-0.246,0.969,-0.034,Ground_Mountain_1_1
213,253,16,919.563,109.632,-94.522,0.103,0.531,-0.841,Ground_Mountain_1_1
213,255,-16,918.459,112.910,-62.480,-0.169,0.770,0.615,Ground_Mountain_1_2
213,255,-7,919.298,118.335,-71.441,-0.255,0.962,0.101,Ground_Mountain_1_1
213,255,0,919.950,118.405,-78.410,-0.257,0.966,-0.024,Ground_Mountain_1_1
213,255,7,920.603,118.359,-85.380,-0.244,0.969,-0.047,Ground_Mountain_1_1
213,255,16,921.442,109.546,-94.341,0.089,0.508,-0.857,Ground_Mountain_1_1
213,257,-16,920.380,113.108,-62.300,-0.154,0.735,0.661,Ground_Mountain_1_2
213,257,-7,921.220,118.847,-71.261,-0.259,0.963,0.079,Ground_Mountain_1_1
213,257,0,921.872,118.928,-78.231,-0.261,0.965,-0.024,Ground_Mountain_1_1
213,257,7,922.525,118.867,-85.200,-0.241,0.968,-0.065,Ground_Mountain_1_1
213,257,16,923.364,109.540,-94.161,0.071,0.490,-0.869,Ground_Mountain_1_1
213,259,-16,922.340,113.380,-62.121,-0.190,0.718,0.669,Ground_Mountain_1_2
213,259,-7,923.157,119.380,-71.084,-0.281,0.959,0.037,Ground_Mountain_1_1
213,259,0,923.793,119.457,-78.055,-0.264,0.964,-0.024,Ground_Mountain_1_1
213,259,7,924.429,119.376,-85.026,-0.238,0.967,-0.089,Ground_Mountain_1_1
213,259,16,925.246,109.630,-93.989,0.051,0.521,-0.852,Ground_Mountain_1_1
213,261,-16,924.292,113.749,-61.947,-0.227,0.731,0.644,Ground_Mountain_1_2
213,261,-7,925.092,119.922,-70.911,-0.280,0.960,0.019,Ground_Mountain_1_1
213,261,0,925.713,119.988,-77.883,-0.265,0.964,-0.024,Ground_Mountain_1_1
213,261,7,926.335,119.894,-84.856,-0.233,0.965,-0.118,Ground_Mountain_1_1
213,261,16,927.135,109.808,-93.820,0.019,0.497,-0.868,Ground_Mountain_1_1
213,263,-16,926.240,114.198,-61.775,-0.227,0.721,0.654,Ground_Mountain_1_2
213,263,-7,927.024,120.468,-70.741,-0.277,0.961,0.004,Ground_Mountain_1_1
213,263,0,927.634,120.520,-77.714,-0.265,0.964,-0.024,Ground_Mountain_1_1
213,263,7,928.244,120.419,-84.688,-0.227,0.962,-0.150,Ground_Mountain_1_1
213,263,16,929.029,110.123,-93.653,-0.011,0.477,-0.879,Ground_Mountain_1_1
213,265,-16,928.182,114.649,-61.607,-0.225,0.714,0.663,Ground_Mountain_1_2
213,265,-7,928.955,121.014,-70.573,-0.274,0.962,-0.008,Ground_Mountain_1_1
213,265,0,929.556,121.049,-77.548,-0.263,0.965,-0.023,Ground_Mountain_1_1
213,265,7,930.157,120.952,-84.522,-0.218,0.958,-0.187,Ground_Mountain_1_1
213,265,16,930.930,110.501,-93.488,-0.013,0.467,-0.884,Ground_Mountain_1_1
213,267,-16,930.121,115.094,-61.440,-0.222,0.708,0.671,Ground_Mountain_1_2
213,267,-7,930.885,121.554,-70.408,-0.266,0.964,-0.016,Ground_Mountain_1_1
213,267,0,931.479,121.573,-77.383,-0.260,0.965,-0.022,Ground_Mountain_1_1
213,267,7,932.074,121.492,-84.357,-0.208,0.951,-0.228,Ground_Mountain_1_1
213,267,16,932.838,110.886,-93.325,-0.010,0.459,-0.888,Ground_Mountain_1_1
213,269,-16,932.056,115.529,-61.276,-0.218,0.701,0.679,Ground_Mountain_1_2
213,269,-7,932.814,122.082,-70.244,-0.259,0.966,-0.020,Ground_Mountain_1_1
213,269,0,933.404,122.089,-77.219,-0.256,0.966,-0.021,Ground_Mountain_1_1
213,269,7,933.995,122.039,-84.194,-0.249,0.931,-0.268,Ground_Mountain_1_1
213,269,16,934.753,111.269,-93.162,-0.006,0.452,-0.892,Ground_Mountain_1_1
213,271,-16,933.988,115.955,-61.112,-0.204,0.697,0.687,Ground_Mountain_1_2
213,271,-7,934.744,122.595,-70.081,-0.250,0.968,-0.021,Ground_Mountain_1_1
213,271,0,935.332,122.597,-77.056,-0.251,0.968,-0.021,Ground_Mountain_1_1
213,271,7,935.920,122.588,-84.031,-0.240,0.918,-0.314,Ground_Mountain_1_1
213,271,16,936.676,111.648,-92.999,-0.002,0.445,-0.895,Ground_Mountain_1_1
213,273,-16,935.918,116.371,-60.950,-0.200,0.691,0.694,Ground_Mountain_1_2
213,273,-7,936.674,123.071,-69.918,-0.236,0.948,0.214,Ground_Mountain_1_2
213,273,0,937.263,123.092,-76.893,-0.244,0.970,-0.020,Ground_Mountain_1_1
213,273,7,937.851,123.091,-83.868,-0.245,0.969,-0.021,Ground_Mountain_1_1
213,273,16,938.607,112.021,-92.836,0.002,0.439,-0.898,Ground_Mountain_1_1
213,275,-16,937.852,116.775,-60.786,-0.197,0.686,0.700,Ground_Mountain_1_2
213,275,-7,938.609,123.520,-69.755,-0.230,0.956,0.182,Ground_Mountain_1_2
213,275,0,939.197,123.572,-76.730,-0.236,0.972,-0.019,Ground_Mountain_1_1
213,275,7,939.786,123.561,-83.705,-0.239,0.971,-0.028,Ground_Mountain_1_1
213,275,16,940.543,112.385,-92.673,0.007,0.433,-0.901,Ground_Mountain_1_1
213,277,-16,939.785,117.164,-60.623,-0.193,0.682,0.706,Ground_Mountain_1_2
213,277,-7,940.545,123.963,-69.591,-0.222,0.963,0.151,Ground_Mountain_1_2
213,277,0,941.136,124.036,-76.566,-0.227,0.974,-0.018,Ground_Mountain_1_1
213,277,7,941.727,124.006,-83.541,-0.228,0.973,-0.039,Ground_Mountain_1_1
213,277,16,942.487,112.740,-92.508,0.012,0.428,-0.904,Ground_Mountain_1_1
213,279,-16,941.716,117.538,-60.458,-0.189,0.678,0.711,Ground_Mountain_1_2
213,279,-7,942.483,124.395,-69.425,-0.212,0.970,0.122,Ground_Mountain_1_2
213,279,0,943.079,124.480,-76.400,-0.216,0.976,-0.018,Ground_Mountain_1_1
213,279,7,943.675,124.428,-83.375,-0.217,0.975,-0.055,Ground_Mountain_1_1
213,279,16,944.442,113.087,-92.342,0.005,0.418,-0.908,Ground_Mountain_1_1
213,281,-16,943.648,117.896,-60.292,-0.184,0.674,0.715,Ground_Mountain_1_2
213,281,-7,944.424,124.814,-69.259,-0.200,0.975,0.094,Ground_Mountain_1_2
213,281,0,945.027,124.900,-76.232,-0.203,0.979,-0.018,Ground_Mountain_1_1
213,281,7,945.631,124.826,-83.206,-0.205,0.976,-0.077,Ground_Mountain_1_1
213,281,16,946.406,113.420,-92.173,0.011,0.415,-0.910,Ground_Mountain_1_1
213,283,-16,945.580,118.236,-60.124,-0.179,0.672,0.719,Ground_Mountain_1_2
213,283,-7,946.368,125.216,-69.089,-0.187,0.980,0.069,Ground_Mountain_1_2
213,283,0,946.981,125.293,-76.062,-0.189,0.982,-0.016,Ground_Mountain_1_1
213,283,7,947.594,125.200,-83.036,-0.191,0.976,-0.103,Ground_Mountain_1_1
213,283,16,948.382,113.738,-92.001,0.018,0.411,-0.911,Ground_Mountain_1_1
213,285,-16,947.511,118.562,-59.954,-0.181,0.693,0.698,Ground_Mountain_1_2
213,285,-7,948.314,125.596,-68.918,-0.174,0.984,0.047,Ground_Mountain_1_2
213,285,0,948.939,125.661,-75.890,-0.177,0.984,-0.016,Ground_Mountain_1_1
213,285,7,949.563,125.555,-82.862,-0.178,0.975,-0.136,Ground_Mountain_1_1
213,285,16,950.367,114.010,-91.826,0.025,0.435,-0.900,Ground_Mountain_1_1
213,287,-16,949.440,118.884,-59.780,-0.178,0.688,0.704,Ground_Mountain_1_2
213,287,-7,950.261,125.959,-68.743,-0.175,0.984,0.026,Ground_Mountain_1_2
213,287,0,950.900,126.014,-75.714,-0.174,0.985,-0.016,Ground_Mountain_1_1
213,287,7,951.538,125.901,-82.685,-0.170,0.970,-0.176,Ground_Mountain_1_1
213,287,16,952.359,114.273,-91.647,0.029,0.430,-0.903,Ground_Mountain_1_1
213,289,-16,951.401,119.204,-59.601,-0.178,0.683,0.708,Ground_Mountain_1_2
213,289,-7,952.222,126.328,-68.563,-0.175,0.985,0.009,Ground_Mountain_1_2
213,289,0,952.861,126.363,-75.534,-0.174,0.985,-0.016,Ground_Mountain_1_1
213,289,7,953.499,126.253,-82.505,-0.168,0.961,-0.221,Ground_Mountain_1_1
213,289,16,954.320,114.532,-91.467,0.033,0.424,-0.905,Ground_Mountain_1_1
213,291,-16,953.324,119.512,-59.420,-0.178,0.678,0.713,Ground_Mountain_1_2
213,291,-7,954.166,126.693,-68.381,-0.175,0.985,-0.005,Ground_Mountain_1_2
213,291,0,954.821,126.712,-75.350,-0.174,0.985,-0.016,Ground_Mountain_1_1
213,291,7,955.476,126.624,-82.319,-0.166,0.949,-0.270,Ground_Mountain_1_1
213,291,16,956.319,114.797,-91.280,0.037,0.419,-0.907,Ground_Mountain_1_1
213,293,-16,955.241,119.816,-59.236,-0.169,0.670,0.723,Ground_Mountain_1_2
213,293,-7,956.108,127.055,-68.194,-0.175,0.984,-0.014,Ground_Mountain_1_2
213,293,0,956.782,127.061,-75.162,-0.174,0.985,-0.017,Ground_Mountain_1_1
213,293,7,957.455,127.018,-82.129,-0.164,0.931,-0.326,Ground_Mountain_1_1
213,293,16,958.322,115.064,-91.087,0.041,0.414,-0.909,Ground_Mountain_1_1
213,295,-16,957.152,120.110,-59.047,-0.170,0.666,0.727,Ground_Mountain_1_2
213,295,-7,958.046,127.410,-68.003,-0.176,0.984,-0.018,Ground_Mountain_1_2
213,295,0,958.741,127.410,-74.968,-0.174,0.985,-0.017,Ground_Mountain_1_1
213,295,7,959.436,127.409,-81.934,-0.171,0.985,-0.016,Ground_Mountain_1_1
213,295,16,960.330,115.333,-90.889,0.045,0.409,-0.911,Ground_Mountain_1_1
213,297,-16,959.057,120.402,-58.854,-0.170,0.660,0.732,Ground_Mountain_1_2
213,297,-7,959.982,127.715,-67.806,-0.218,0.955,0.201,Ground_Mountain_1_2
213,297,0,960.700,127.760,-74.769,-0.174,0.985,-0.018,Ground_Mountain_1_1
213,297,7,961.419,127.746,-81.732,-0.163,0.986,-0.019,Ground_Mountain_1_1
213,297,16,962.344,115.603,-90.685,0.049,0.404,-0.913,Ground_Mountain_1_1
213,299,-16,960.956,120.687,-58.655,-0.174,0.655,0.735,Ground_Mountain_1_2
213,299,-7,961.914,128.033,-67.604,-0.218,0.963,0.157,Ground_Mountain_1_2
213,299,0,962.659,128.109,-74.564,-0.174,0.985,-0.019,Ground_Mountain_1_1
213,299,7,963.404,128.071,-81.524,-0.155,0.988,-0.028,Ground_Mountain_1_1
213,299,16,964.362,115.876,-90.473,0.053,0.400,-0.915,Ground_Mountain_1_1
213,301,-16,962.847,120.971,-58.451,-0.177,0.651,0.738,Ground_Mountain_1_2
213,301,-7,963.843,128.369,-67.396,-0.217,0.970,0.115,Ground_Mountain_1_2
213,301,0,964.617,128.459,-74.353,-0.174,0.985,-0.019,Ground_Mountain_1_1
213,301,7,965.391,128.389,-81.310,-0.172,0.982,-0.073,Ground_Mountain_1_1
213,301,16,966.386,116.151,-90.254,0.046,0.392,-0.919,Ground_Mountain_1_1
213,303,-16,964.732,121.251,-58.240,-0.180,0.647,0.741,Ground_Mountain_1_2
213,303,-7,965.768,128.719,-67.180,-0.214,0.974,0.076,Ground_Mountain_1_2
213,303,0,966.573,128.810,-74.134,-0.174,0.984,-0.020,Ground_Mountain_1_1
213,303,7,967.379,128.711,-81.087,-0.171,0.979,-0.110,Ground_Mountain_1_1
213,303,16,968.415,116.434,-90.027,0.054,0.388,-0.920,Ground_Mountain_1_1
213,305,-16,966.609,121.530,-58.023,-0.184,0.643,0.744,Ground_Mountain_1_2
213,305,-7,967.689,129.082,-66.958,-0.210,0.977,0.042,Ground_Mountain_1_2
213,305,0,968.529,129.161,-73.907,-0.174,0.984,-0.020,Ground_Mountain_1_1
213,305,7,969.370,129.041,-80.856,-0.170,0.973,-0.159,Ground_Mountain_1_1
213,305,16,970.450,116.670,-89.791,0.064,0.411,-0.909,Ground_Mountain_1_1
213,307,-16,968.564,121.831,-57.786,-0.194,0.658,0.727,Ground_Mountain_1_2
213,307,-7,969.644,129.462,-66.721,-0.205,0.979,0.013,Ground_Mountain_1_2
213,307,0,970.484,129.512,-73.671,-0.174,0.984,-0.021,Ground_Mountain_1_1
213,307,7,971.324,129.381,-80.620,-0.167,0.961,-0.218,Ground_Mountain_1_1
213,307,16,972.404,116.900,-89.555,0.070,0.404,-0.912,Ground_Mountain_1_1
213,309,-16,970.432,122.114,-57.551,-0.197,0.650,0.734,Ground_Mountain_1_2
213,309,-7,971.560,129.837,-66.480,-0.198,0.980,-0.012,Ground_Mountain_1_2
213,309,0,972.438,129.863,-73.425,-0.174,0.984,-0.022,Ground_Mountain_1_1
213,309,7,973.315,129.754,-80.370,-0.164,0.944,-0.288,Ground_Mountain_1_1
213,309,16,974.443,117.144,-89.299,0.077,0.398,-0.914,Ground_Mountain_1_1
213,311,-16,972.292,122.390,-57.307,-0.201,0.642,0.740,Ground_Mountain_1_2
213,311,-7,973.472,130.206,-66.230,-0.186,0.982,-0.021,Ground_Mountain_1_2
213,311,0,974.390,130.215,-73.169,-0.174,0.984,-0.023,Ground_Mountain_1_1
213,311,7,975.307,130.170,-80.109,-0.159,0.918,-0.363,Ground_Mountain_1_1
213,311,16,976.488,117.395,-89.031,0.084,0.392,-0.916,Ground_Mountain_1_1
213,313,-16,974.143,122.660,-57.054,-0.206,0.634,0.745,Ground_Mountain_1_2
213,313,-7,975.379,130.554,-65.969,-0.173,0.941,0.290,Ground_Mountain_1_2
213,313,0,976.340,130.568,-72.903,-0.174,0.984,-0.024,Ground_Mountain_1_1
213,313,7,977.302,130.559,-79.836,-0.168,0.985,-0.024,Ground_Mountain_1_1
213,313,16,978.538,117.650,-88.751,0.090,0.386,-0.918,Ground_Mountain_1_1
537,457,-16,1034.643,146.479,24.598,-0.485,0.822,-0.299,Ground_Mountain_2_2
537,457,-7,1043.553,150.525,25.868,-0.074,0.988,-0.134,Ground_Mountain_2_2
537,457,0,1050.483,150.569,26.855,0.016,0.991,-0.130,Ground_Mountain_2_2
537,457,7,1057.413,150.541,27.843,0.040,0.994,-0.104,Ground_Mountain_2_2
537,457,16,1066.323,142.360,29.112,0.856,0.517,0.006,Ground_Mountain_2_2
537,459,-16,1034.396,146.924,26.263,-0.461,0.833,-0.306,Ground_Mountain_2_2
537,459,-7,1043.281,150.791,27.699,-0.036,0.990,-0.140,Ground_Mountain_2_2
537,459,0,1050.191,150.835,28.816,0.019,0.991,-0.135,Ground_Mountain_2_2
537,459,7,1057.102,150.785,29.933,0.068,0.993,-0.097,Ground_Mountain_2_2
537,459,16,1065.986,142.866,31.369,0.825,0.565,0.016,Ground_Mountain_2_3
537,461,-16,1034.133,147.342,27.799,-0.461,0.833,-0.306,Ground_Mountain_2_2
537,461,-7,1042.977,151.077,29.469,-0.002,0.989,-0.148,Ground_Mountain_2_2
537,461,0,1049.855,151.111,30.768,0.031,0.990,-0.138,Ground_Mountain_2_3
537,461,7,1056.733,151.048,32.067,0.110,0.986,-0.124,Ground_Mountain_2_3
537,461,16,1065.577,143.349,33.737,0.825,0.565,0.032,Ground_Mountain_2_3
537,463,-16,1033.836,147.773,29.227,-0.378,0.857,-0.351,Ground_Mountain_2_2
537,463,-7,1042.621,151.390,31.184,-0.002,0.981,-0.195,Ground_Mountain_2_3
537,463,0,1049.453,151.397,32.706,0.036,0.990,-0.139,Ground_Mountain_2_3
537,463,7,1056.286,151.351,34.228,0.170,0.978,-0.123,Ground_Mountain_2_3
537,463,16,1065.071,143.870,36.185,0.823,0.564,0.069,Ground_Mountain_2_3
537,465,-16,1033.480,148.226,30.670,-0.344,0.872,-0.349,Ground_Mountain_2_3
537,465,-7,1042.201,151.690,32.896,0.041,0.986,-0.162,Ground_Mountain_2_3
537,465,0,1048.983,151.686,34.628,0.036,0.989,-0.143,Ground_Mountain_2_3
537,465,7,1055.766,151.676,36.359,0.063,0.993,-0.105,Ground_Mountain_2_3
537,465,16,1064.486,144.417,38.585,0.821,0.565,0.083,Ground_Mountain_2_3
537,467,-16,1033.068,148.650,32.125,-0.340,0.863,-0.374,Ground_Mountain_2_3
537,467,-7,1041.720,151.979,34.604,0.013,0.988,-0.155,Ground_Mountain_2_3
537,467,0,1048.449,151.979,36.533,0.041,0.989,-0.142,Ground_Mountain_2_3
537,467,7,1055.178,151.946,38.461,0.063,0.990,-0.130,Ground_Mountain_2_3
537,467,16,1063.830,144.975,40.941,0.788,0.607,0.103,Ground_Mountain_2_3
537,469,-16,1032.735,148.981,33.190,-0.340,0.863,-0.374,Ground_Mountain_2_3
537,469,-7,1041.240,152.230,36.132,0.013,0.981,-0.193,Ground_Mountain_2_3
537,469,0,1047.856,152.276,38.419,0.051,0.989,-0.141,Ground_Mountain_2_3
537,469,7,1054.472,152.258,40.707,0.119,0.985,-0.128,Ground_Mountain_2_3
537,469,16,1062.977,145.597,43.649,0.789,0.604,0.114,Ground_Mountain_2_3
537,471,-16,1032.218,149.420,34.686,-0.332,0.867,-0.371,Ground_Mountain_2_3
537,471,-7,1040.648,152.553,37.836,0.053,0.987,-0.153,Ground_Mountain_2_3
537,471,0,1047.205,152.577,40.286,0.051,0.989,-0.142,Ground_Mountain_2_3
537,471,7,1053.763,152.579,42.737,0.062,0.992,-0.109,Ground_Mountain_2_3
537,471,16,1062.193,146.175,45.887,0.786,0.607,0.117,Ground_Mountain_2_3
537,473,-16,1031.654,149.879,36.185,-0.260,0.884,-0.389,Ground_Mountain_2_3
537,473,-7,1040.008,152.866,39.532,0.053,0.985,-0.163,Ground_Mountain_2_3
537,473,0,1046.506,152.878,42.136,0.054,0.989,-0.140,Ground_Mountain_2_3
537,473,7,1053.004,152.870,44.739,0.062,0.988,-0.140,Ground_Mountain_2_3
537,473,16,1061.358,146.705,48.087,0.755,0.641,0.139,Ground_Mountain_2_3
537,475,-16,1031.045,150.359,37.689,-0.256,0.886,-0.386,Ground_Mountain_2_3
537,475,-7,1039.323,153.155,41.221,0.037,0.988,-0.151,Ground_Mountain_2_3
537,475,0,1045.762,153.180,43.967,0.060,0.988,-0.140,Ground_Mountain_2_3
537,475,7,1052.200,153.174,46.714,0.137,0.983,-0.125,Ground_Mountain_2_3
537,475,16,1060.478,147.269,50.246,0.754,0.640,0.149,Ground_Mountain_2_3
537,477,-16,1030.395,150.816,39.192,-0.257,0.889,-0.380,Ground_Mountain_2_3
537,477,-7,1038.597,153.459,42.898,0.037,0.984,-0.173,Ground_Mountain_2_3
537,477,0,1044.976,153.484,45.781,0.063,0.988,-0.138,Ground_Mountain_2_3
537,477,7,1051.355,153.487,48.663,0.104,0.991,-0.081,Ground_Mountain_2_3
537,477,16,1059.556,147.818,52.369,0.722,0.676,0.150,Ground_Mountain_2_3
537,479,-16,1029.704,151.276,40.700,-0.174,0.912,-0.373,Ground_Mountain_2_3
537,479,-7,1037.830,153.770,44.569,0.052,0.988,-0.148,Ground_Mountain_2_3
537,479,0,1044.151,153.788,47.577,0.063,0.988,-0.139,Ground_Mountain_2_3
537,479,7,1050.471,153.763,50.586,0.103,0.987,-0.126,Ground_Mountain_2_3
537,479,16,1058.597,148.366,54.454,0.724,0.671,0.159,Ground_Mountain_2_3
537,481,-16,1028.976,151.753,42.206,-0.174,0.912,-0.371,Ground_Mountain_2_3
537,481,-7,1037.028,154.067,46.228,0.052,0.984,-0.169,Ground_Mountain_2_3
537,481,0,1043.290,154.092,49.356,0.068,0.988,-0.136,Ground_Mountain_2_3
537,481,7,1049.552,154.085,52.485,0.100,0.990,-0.097,Ground_Mountain_2_3
537,481,16,1057.603,148.917,56.507,0.694,0.700,0.166,Ground_Mountain_2_3
537,483,-16,1028.212,152.219,43.715,-0.174,0.912,-0.371,Ground_Mountain_2_3
537,483,-7,1036.190,154.394,47.880,0.077,0.986,-0.145,Ground_Mountain_2_3
537,483,0,1042.396,154.397,51.119,0.068,0.988,-0.136,Ground_Mountain_2_3
537,483,7,1048.601,154.375,54.359,0.100,0.987,-0.123,Ground_Mountain_2_3
537,483,16,1056.579,149.455,58.524,0.694,0.701,0.165,Ground_Mountain_2_3
537,485,-16,1027.416,152.691,45.219,-0.112,0.928,-0.355,Ground_Mountain_2_3
537,485,-7,1035.322,154.684,49.520,0.055,0.988,-0.143,Ground_Mountain_2_3
537,485,0,1041.470,154.701,52.866,0.073,0.988,-0.133,Ground_Mountain_2_3
537,485,7,1047.619,154.696,56.212,0.074,0.989,-0.125,Ground_Mountain_2_3
537,485,16,1055.524,149.997,60.513,0.666,0.726,0.171,Ground_Mountain_2_3
537,487,-16,1026.588,153.160,46.723,-0.112,0.931,-0.347,Ground_Mountain_2_3
537,487,-7,1034.422,154.989,51.152,0.055,0.986,-0.158,Ground_Mountain_2_3
537,487,0,1040.516,155.004,54.597,0.073,0.989,-0.131,Ground_Mountain_2_3
537,487,7,1046.609,154.979,58.042,0.114,0.987,-0.117,Ground_Mountain_2_3
537,487,16,1054.444,150.531,62.472,0.667,0.727,0.165,Ground_Mountain_2_3
537,489,-16,1025.730,153.625,48.224,-0.073,0.939,-0.335,Ground_Mountain_2_3
537,489,-7,1033.495,155.296,52.775,0.077,0.987,-0.138,Ground_Mountain_2_3
537,489,0,1039.534,155.306,56.314,0.076,0.989,-0.130,Ground_Mountain_2_3
537,489,7,1045.574,155.299,59.853,0.082,0.990,-0.117,Ground_Mountain_2_3
537,489,16,1053.339,151.056,64.403,0.631,0.759,0.159,Ground_Mountain_2_3
537,491,-16,1024.843,154.085,49.726,-0.063,0.943,-0.326,Ground_Mountain_2_3
537,491,-7,1032.540,155.597,54.388,0.077,0.987,-0.142,Ground_Mountain_2_3
537,491,0,1038.528,155.607,58.015,0.076,0.989,-0.127,Ground_Mountain_2_3
537,491,7,1044.515,155.598,61.642,0.135,0.988,-0.069,Ground_Mountain_2_3
537,491,16,1052.213,151.589,66.305,0.641,0.751,0.161,Ground_Mountain_2_3
537,493,-16,1023.931,154.526,51.220,-0.011,0.949,-0.314,Ground_Mountain_2_3
537,493,-7,1031.562,155.895,55.992,0.055,0.988,-0.142,Ground_Mountain_2_3
537,493,0,1037.497,155.905,59.703,0.079,0.989,-0.127,Ground_Mountain_2_3
537,493,7,1043.432,155.896,63.414,0.095,0.990,-0.104,Ground_Mountain_2_3
537,493,16,1051.063,152.094,68.185,0.604,0.782,0.156,Ground_Mountain_2_3
537,495,-16,1022.991,154.996,52.715,-0.011,0.955,-0.297,Ground_Mountain_2_3
537,495,-7,1030.558,156.198,57.587,0.085,0.988,-0.126,Ground_Mountain_2_3
537,495,0,1036.444,156.203,61.377,0.079,0.989,-0.126,Ground_Mountain_2_3
537,495,7,1042.329,156.202,65.166,0.094,0.989,-0.118,Ground_Mountain_2_3
537,495,16,1049.897,152.619,70.038,0.567,0.811,0.143,Ground_Mountain_2_3
537,497,-16,1022.029,155.440,54.204,-0.003,0.964,-0.265,Ground_Mountain_2_3
537,497,-7,1029.533,156.488,59.173,0.074,0.989,-0.131,Ground_Mountain_2_3
537,497,0,1035.370,156.498,63.038,0.081,0.989,-0.123,Ground_Mountain_2_3
537,497,7,1041.206,156.501,66.903,0.115,0.990,-0.083,Ground_Mountain_2_3
537,497,16,1048.710,153.110,71.872,0.578,0.800,0.161,Ground_Mountain_2_3
537,499,-16,1021.042,155.885,55.692,0.036,0.964,-0.265,Ground_Mountain_2_3
537,499,-7,1028.486,156.778,60.751,0.074,0.988,-0.135,Ground_Mountain_2_3
537,499,0,1034.275,156.792,64.686,0.081,0.989,-0.121,Ground_Mountain_2_3
537,499,7,1040.065,156.792,68.621,0.115,0.988,-0.105,Ground_Mountain_2_3
537,499,16,1047.508,153.604,73.680,0.544,0.824,0.156,Ground_Mountain_2_3
537,501,-16,1020.036,156.315,57.173,0.036,0.967,-0.254,Ground_Mountain_2_3
537,501,-7,1027.420,157.073,62.319,0.074,0.988,-0.139,Ground_Mountain_2_3
537,501,0,1033.163,157.084,66.322,0.083,0.990,-0.119,Ground_Mountain_2_3
537,501,7,1038.905,157.080,70.324,0.086,0.989,-0.118,Ground_Mountain_2_3
537,501,16,1046.289,154.102,75.471,0.546,0.826,0.139,Ground_Mountain_2_3
537,503,-16,1018.905,156.796,58.797,0.064,0.971,-0.232,Ground_Mountain_2_3
537,503,-7,1026.288,157.381,63.943,0.088,0.988,-0.124,Ground_Mountain_2_3
537,503,0,1032.031,157.373,67.946,0.083,0.990,-0.119,Ground_Mountain_2_3
537,503,7,1037.774,157.370,71.948,0.078,0.990,-0.118,Ground_Mountain_2_3
537,503,16,1045.157,154.537,77.094,0.525,0.838,0.149,Ground_Mountain_2_3
537,505,-16,1017.857,157.215,60.265,0.106,0.973,-0.207,Ground_Mountain_2_3
537,505,-7,1025.184,157.661,65.492,0.086,0.989,-0.117,Ground_Mountain_2_3
537,505,0,1030.882,157.659,69.557,0.083,0.990,-0.117,Ground_Mountain_2_3
537,505,7,1036.580,157.647,73.623,0.108,0.991,-0.082,Ground_Mountain_2_3
537,505,16,1043.907,155.019,78.850,0.489,0.862,0.137,Ground_Mountain_2_3
537,507,-16,1016.792,157.642,61.726,0.106,0.973,-0.207,Ground_Mountain_2_3
537,507,-7,1024.063,157.944,67.032,0.086,0.989,-0.121,Ground_Mountain_2_3
537,507,0,1029.717,157.942,71.158,0.084,0.990,-0.114,Ground_Mountain_2_3
537,507,7,1035.371,157.931,75.284,0.090,0.991,-0.102,Ground_Mountain_2_3
537,507,16,1042.641,155.473,80.590,0.490,0.864,0.119,Ground_Mountain_2_3
537,509,-16,1015.708,158.048,63.186,0.127,0.975,-0.184,Ground_Mountain_2_3
537,509,-7,1022.924,158.223,68.564,0.079,0.990,-0.120,Ground_Mountain_2_3
537,509,0,1028.536,158.223,72.748,0.084,0.990,-0.111,Ground_Mountain_2_3
537,509,7,1034.149,158.214,76.932,0.090,0.991,-0.104,Ground_Mountain_2_3
537,509,16,1041.365,155.930,82.311,0.452,0.886,0.103,Ground_Mountain_2_3
537,511,-16,1014.608,158.450,64.640,0.128,0.979,-0.161,Ground_Mountain_2_3
537,511,-7,1021.770,158.501,70.089,0.085,0.990,-0.112,Ground_Mountain_2_3
537,511,0,1027.342,158.501,74.328,0.084,0.991,-0.109,Ground_Mountain_2_3
537,511,7,1032.913,158.495,78.566,0.087,0.991,-0.105,Ground_Mountain_2_3
537,511,16,1040.076,156.386,84.015,0.474,0.873,0.115,Ground_Mountain_2_3
537,513,-16,1013.490,158.848,66.092,0.158,0.978,-0.136,Ground_Mountain_2_3
537,513,-7,1020.602,158.773,71.607,0.084,0.990,-0.113,Ground_Mountain_2_3
537,513,0,1026.133,158.775,75.897,0.084,0.991,-0.109,Ground_Mountain_2_3
537,513,7,1031.665,158.776,80.187,0.084,0.990,-0.110,Ground_Mountain_2_3
537,513,16,1038.776,156.808,85.702,0.440,0.890,0.118,Ground_Mountain_2_3
537,515,-16,1012.358,159.232,67.536,0.158,0.978,-0.136,Ground_Mountain_2_3
537,515,-7,1019.420,159.059,73.115,0.098,0.988,-0.117,Ground_Mountain_2_3
537,515,0,1024.912,159.059,77.455,0.090,0.990,-0.111,Ground_Mountain_2_3
537,515,7,1030.404,159.056,81.795,0.108,0.990,-0.086,Ground_Mountain_2_3
537,515,16,1037.466,157.238,87.374,0.406,0.908,0.101,Ground_Mountain_2_3
537,517,-16,1011.212,159.631,68.975,0.184,0.975,-0.128,Ground_Mountain_2_3
537,517,-7,1018.225,159.361,74.615,0.098,0.987,-0.124,Ground_Mountain_2_3
537,517,0,1023.680,159.362,79.001,0.104,0.987,-0.124,Ground_Mountain_2_3
537,517,7,1029.135,159.361,83.388,0.109,0.988,-0.106,Ground_Mountain_2_3
